m,TagName,
"2020-12-01 00:00:00","c","2649"
"2020-12-01 00:00:00","c#","5743"
"2020-12-01 00:00:00","c++","4453"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7830"
"2020-12-01 00:00:00","javascript","16030"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4796"
"2020-12-01 00:00:00","python","22226"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2099"
"2021-01-01 00:00:00","assembly","309"
"2021-01-01 00:00:00","c","2569"
"2021-01-01 00:00:00","c#","6195"
"2021-01-01 00:00:00","c++","4108"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8038"
"2021-01-01 00:00:00","javascript","16882"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4751"
"2021-01-01 00:00:00","python","22888"
"2021-01-01 00:00:00","r","4340"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2320"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2241"
"2021-02-01 00:00:00","c#","5806"
"2021-02-01 00:00:00","c++","4097"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","570"
"2021-02-01 00:00:00","java","7595"
"2021-02-01 00:00:00","javascript","15295"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4375"
"2021-02-01 00:00:00","python","21415"
"2021-02-01 00:00:00","r","4328"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2264"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2487"
"2021-03-01 00:00:00","c#","6396"
"2021-03-01 00:00:00","c++","4307"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","760"
"2021-03-01 00:00:00","java","8672"
"2021-03-01 00:00:00","javascript","16774"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4752"
"2021-03-01 00:00:00","python","23926"
"2021-03-01 00:00:00","r","5179"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2387"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2300"
"2021-04-01 00:00:00","c#","5911"
"2021-04-01 00:00:00","c++","3947"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7935"
"2021-04-01 00:00:00","javascript","15865"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4323"
"2021-04-01 00:00:00","python","22721"
"2021-04-01 00:00:00","r","4801"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2112"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2092"
"2021-05-01 00:00:00","c#","5754"
"2021-05-01 00:00:00","c++","4194"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","643"
"2021-05-01 00:00:00","java","7970"
"2021-05-01 00:00:00","javascript","15830"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4253"
"2021-05-01 00:00:00","python","22471"
"2021-05-01 00:00:00","r","4669"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1867"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1870"
"2021-06-01 00:00:00","c#","5634"
"2021-06-01 00:00:00","c++","3829"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7605"
"2021-06-01 00:00:00","javascript","15029"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4089"
"2021-06-01 00:00:00","python","20959"
"2021-06-01 00:00:00","r","4286"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1804"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1628"
"2021-07-01 00:00:00","c#","5218"
"2021-07-01 00:00:00","c++","3518"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6968"
"2021-07-01 00:00:00","javascript","14779"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","3891"
"2021-07-01 00:00:00","python","20630"
"2021-07-01 00:00:00","r","4049"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1976"
"2021-08-01 00:00:00","assembly","163"
"2021-08-01 00:00:00","c","1533"
"2021-08-01 00:00:00","c#","5124"
"2021-08-01 00:00:00","c++","3256"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","747"
"2021-08-01 00:00:00","java","6778"
"2021-08-01 00:00:00","javascript","14690"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3888"
"2021-08-01 00:00:00","python","19877"
"2021-08-01 00:00:00","r","4040"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1902"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1706"
"2021-09-01 00:00:00","c#","5068"
"2021-09-01 00:00:00","c++","3608"
"2021-09-01 00:00:00","delphi","135"
"2021-09-01 00:00:00","go","622"
"2021-09-01 00:00:00","java","6624"
"2021-09-01 00:00:00","javascript","14455"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3690"
"2021-09-01 00:00:00","python","19058"
"2021-09-01 00:00:00","r","3904"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1626"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2096"
"2021-10-01 00:00:00","c#","5296"
"2021-10-01 00:00:00","c++","3741"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","701"
"2021-10-01 00:00:00","java","6600"
"2021-10-01 00:00:00","javascript","13864"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3595"
"2021-10-01 00:00:00","python","19852"
"2021-10-01 00:00:00","r","4181"
"2021-10-01 00:00:00","ruby","416"
"2021-10-01 00:00:00","swift","1568"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2213"
"2021-11-01 00:00:00","c#","5616"
"2021-11-01 00:00:00","c++","3836"
"2021-11-01 00:00:00","delphi","141"
"2021-11-01 00:00:00","go","655"
"2021-11-01 00:00:00","java","6934"
"2021-11-01 00:00:00","javascript","13540"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3515"
"2021-11-01 00:00:00","python","20132"
"2021-11-01 00:00:00","r","4036"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1538"
"2021-12-01 00:00:00","assembly","272"
"2021-12-01 00:00:00","c","2155"
"2021-12-01 00:00:00","c#","5294"
"2021-12-01 00:00:00","c++","3700"
"2021-12-01 00:00:00","delphi","150"
"2021-12-01 00:00:00","go","742"
"2021-12-01 00:00:00","java","6718"
"2021-12-01 00:00:00","javascript","14021"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3430"
"2021-12-01 00:00:00","python","20196"
"2021-12-01 00:00:00","r","3675"
"2021-12-01 00:00:00","ruby","394"
"2021-12-01 00:00:00","swift","1546"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2051"
"2022-01-01 00:00:00","c#","5872"
"2022-01-01 00:00:00","c++","3857"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","784"
"2022-01-01 00:00:00","java","7632"
"2022-01-01 00:00:00","javascript","16139"
"2022-01-01 00:00:00","perl","129"
"2022-01-01 00:00:00","php","3951"
"2022-01-01 00:00:00","python","22477"
"2022-01-01 00:00:00","r","4233"
"2022-01-01 00:00:00","ruby","476"
"2022-01-01 00:00:00","swift","1973"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1774"
"2022-02-01 00:00:00","c#","5793"
"2022-02-01 00:00:00","c++","3451"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","688"
"2022-02-01 00:00:00","java","7222"
"2022-02-01 00:00:00","javascript","15331"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3682"
"2022-02-01 00:00:00","python","22464"
"2022-02-01 00:00:00","r","4326"
"2022-02-01 00:00:00","ruby","455"
"2022-02-01 00:00:00","swift","1866"
"2022-03-01 00:00:00","assembly","251"
"2022-03-01 00:00:00","c","2087"
"2022-03-01 00:00:00","c#","6448"
"2022-03-01 00:00:00","c++","3817"
"2022-03-01 00:00:00","delphi","132"
"2022-03-01 00:00:00","go","824"
"2022-03-01 00:00:00","java","8040"
"2022-03-01 00:00:00","javascript","16227"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3731"
"2022-03-01 00:00:00","python","24441"
"2022-03-01 00:00:00","r","5075"
"2022-03-01 00:00:00","ruby","526"
"2022-03-01 00:00:00","swift","2062"
"2022-04-01 00:00:00","assembly","265"
"2022-04-01 00:00:00","c","1853"
"2022-04-01 00:00:00","c#","5897"
"2022-04-01 00:00:00","c++","3833"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","753"
"2022-04-01 00:00:00","java","7785"
"2022-04-01 00:00:00","javascript","15881"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3776"
"2022-04-01 00:00:00","python","23442"
"2022-04-01 00:00:00","r","4765"
"2022-04-01 00:00:00","ruby","491"
"2022-04-01 00:00:00","swift","1764"
"2022-05-01 00:00:00","assembly","285"
"2022-05-01 00:00:00","c","1907"
"2022-05-01 00:00:00","c#","6251"
"2022-05-01 00:00:00","c++","3862"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","671"
"2022-05-01 00:00:00","java","7812"
"2022-05-01 00:00:00","javascript","15979"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3986"
"2022-05-01 00:00:00","python","23028"
"2022-05-01 00:00:00","r","4820"
"2022-05-01 00:00:00","ruby","501"
"2022-05-01 00:00:00","swift","1740"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1658"
"2022-06-01 00:00:00","c#","6060"
"2022-06-01 00:00:00","c++","3381"
"2022-06-01 00:00:00","delphi","125"
"2022-06-01 00:00:00","go","735"
"2022-06-01 00:00:00","java","7011"
"2022-06-01 00:00:00","javascript","15150"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3828"
"2022-06-01 00:00:00","python","22191"
"2022-06-01 00:00:00","r","4402"
"2022-06-01 00:00:00","ruby","479"
"2022-06-01 00:00:00","swift","1789"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1492"
"2022-07-01 00:00:00","c#","5963"
"2022-07-01 00:00:00","c++","3263"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","744"
"2022-07-01 00:00:00","java","6614"
"2022-07-01 00:00:00","javascript","15175"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3775"
"2022-07-01 00:00:00","python","22468"
"2022-07-01 00:00:00","r","4192"
"2022-07-01 00:00:00","ruby","452"
"2022-07-01 00:00:00","swift","1753"
"2022-08-01 00:00:00","assembly","178"
"2022-08-01 00:00:00","c","1508"
"2022-08-01 00:00:00","c#","6343"
"2022-08-01 00:00:00","c++","3245"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","856"
"2022-08-01 00:00:00","java","6540"
"2022-08-01 00:00:00","javascript","15602"
"2022-08-01 00:00:00","perl","118"
"2022-08-01 00:00:00","php","3783"
"2022-08-01 00:00:00","python","21967"
"2022-08-01 00:00:00","r","4345"
"2022-08-01 00:00:00","ruby","476"
"2022-08-01 00:00:00","swift","1744"
"2022-09-01 00:00:00","assembly","191"
"2022-09-01 00:00:00","c","1657"
"2022-09-01 00:00:00","c#","5761"
"2022-09-01 00:00:00","c++","3095"
"2022-09-01 00:00:00","delphi","148"
"2022-09-01 00:00:00","go","844"
"2022-09-01 00:00:00","java","6301"
"2022-09-01 00:00:00","javascript","14375"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3408"
"2022-09-01 00:00:00","python","20305"
"2022-09-01 00:00:00","r","4026"
"2022-09-01 00:00:00","ruby","477"
"2022-09-01 00:00:00","swift","1813"
"2022-10-01 00:00:00","assembly","243"
"2022-10-01 00:00:00","c","2018"
"2022-10-01 00:00:00","c#","5833"
"2022-10-01 00:00:00","c++","3231"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","742"
"2022-10-01 00:00:00","java","6542"
"2022-10-01 00:00:00","javascript","14173"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3398"
"2022-10-01 00:00:00","python","22211"
"2022-10-01 00:00:00","r","4537"
"2022-10-01 00:00:00","ruby","437"
"2022-10-01 00:00:00","swift","1645"
"2022-11-01 00:00:00","assembly","308"
"2022-11-01 00:00:00","c","2326"
"2022-11-01 00:00:00","c#","6403"
"2022-11-01 00:00:00","c++","3546"
"2022-11-01 00:00:00","delphi","119"
"2022-11-01 00:00:00","go","804"
"2022-11-01 00:00:00","java","7294"
"2022-11-01 00:00:00","javascript","15197"
"2022-11-01 00:00:00","perl","117"
"2022-11-01 00:00:00","php","3757"
"2022-11-01 00:00:00","python","24236"
"2022-11-01 00:00:00","r","4748"
"2022-11-01 00:00:00","ruby","470"
"2022-11-01 00:00:00","swift","1784"
